date,weather_1,weather_2,high,low,wind
2016-02-01,多云,多云,0,-7,西北风 4-5级 /西北风 4-5级
2016-02-02,晴,晴,2,-6,西北风 3-4级 /西风 3-4级
2016-02-03,晴,多云,5,-4,西南风 3-4级 /北风 3-4级
2016-02-04,多云,阴,1,-5,北风 4-5级 /西北风 4-5级
2016-02-05,多云,多云,1,-4,西北风 3-4级 /西北风 4-5级
2016-02-06,晴,晴,2,-5,西北风 3-4级 /西北风 3-4级
2016-02-07,晴,晴,5,-2,西南风 3-4级 /西南风 3-4级
2016-02-08,多云,晴,8,-3,西南风 5-6级 /北风 4-5级
2016-02-09,晴,多云,6,0,北风 3-4级 /南风 3-4级
2016-02-10,晴,多云,11,3,东南风 4-5级 /东南风 4-5级
2016-02-11,小雨,小雨,10,5,东南风 4-5级 /东南风 3-4级
2016-02-12,雾,中到大雨,9,-1,东北风 3-4级 /东北风 6-7级
2016-02-13,雨夹雪,小雪,3,-6,北风 6-7级 /北风 6-7级
2016-02-14,阴,多云,-3,-7,西北风 6-7级 /西北风 6-7级
2016-02-15,多云,多云,-1,-5,西北风 5-6级 /西北风 5-6级
2016-02-16,晴,晴,4,-4,西北风 4-5级 /西南风 3-4级
2016-02-17,晴,晴,8,0,西南风 3-4级 /西南风 4-5级
2016-02-18,晴,多云,7,-2,西北风 4-5级 /西北风 4-5级
2016-02-19,阴,阵雪,5,-2,南风 3-4级 /北风 5-6级
2016-02-20,阴,晴,2,-3,北风 5-6级 /西北风 4-5级
2016-02-21,晴,多云,5,0,南风 3-4级 /南风 5-6级
2016-02-22,小雨,多云,6,-3,西南风 4-5级 /西北风 4-5级
2016-02-23,多云,晴,2,-6,北风 4-5级 /北风 4-5级
2016-02-24,多云,晴,3,-3,西南风 3-4级 /西北风 4-5级
2016-02-25,晴,晴,6,-3,西北风 3-4级 /北风 3-4级
2016-02-26,多云,晴,6,-1,南风 3-4级 /南风 3-4级
2016-02-27,多云,雨夹雪,8,-1,东北风 3-4级 /东北风 4-5级
