date,大连,上海,石家庄,成都,无锡,昆明,大庆,珠海,济南,北京,佛山,青岛,中山,南宁,哈尔滨,东营,南昌,天津,深圳,西安,温州,沈阳,徐州,南通,包头,广州,福州,郑州,合肥,太原,乌鲁木齐,惠州,重庆,东莞,武汉,杭州,鞍山,苏州,宁波,淄博,烟台,南京,长沙,呼和浩特,常州,厦门,长春,唐山
2015-10-15,21,26,26,27,25,22,19,30.0,26,25,30.0,22,30,30,21,26,26,25,30,25,27,23,26,25,20,30,26,28,27,22,8,30,28,30.0,28,26,24,26.0,26,26,23,25,28,19,25,27,21,26
2015-10-16,22,26,26,26,26,23,21,30.0,28,25,30.0,23,30,31,23,27,27,27,30,25,27,24,26,26,20,31,27,28,28,24,10,32,29,30.0,28,26,25,26.0,26,28,24,26,29,20,26,28,22,26
2015-10-17,22,25,25,22,26,23,12,31.0,28,23,30.0,23,31,32,17,27,28,26,31,26,27,25,27,25,19,32,26,27,27,25,12,32,24,31.0,28,25,25,26.0,25,28,26,26,29,17,26,27,19,24
2015-10-18,17,24,19,25,25,23,10,30.0,24,20,30.0,22,30,32,10,19,27,19,31,24,26,13,25,24,18,31,25,24,26,18,13,31,24,30.0,28,24,14,27.0,24,23,19,25,29,16,24,28,11,20
2015-10-19,19,25,20,26,25,23,11,30.0,25,21,29.0,22,30,31,9,26,26,24,30,25,26,19,24,24,21,30,25,25,24,23,6,30,24,30.0,26,24,19,26.0,23,25,24,24,28,19,24,28,14,21
2015-10-20,18,24,20,26,24,24,9,29.0,25,14,29.0,22,28,31,9,23,27,19,29,25,25,13,25,25,21,29,25,25,26,24,6,30,26,28.0,27,23,16,24.0,26,25,22,25,27,20,24,28,10,17
2015-10-21,16,26,15,25,26,24,10,29.0,25,12,29.0,22,29,31,12,21,27,15,30,24,27,13,25,25,11,30,26,24,26,21,12,30,29,30.0,26,25,11,24.0,25,24,21,25,27,11,25,28,12,12
2015-10-22,14,26,11,23,26,24,14,30.0,20,11,30.0,21,30,31,15,20,29,12,30,23,27,16,23,25,13,31,27,21,26,13,15,31,28,30.0,27,26,16,25.0,26,22,18,25,27,11,25,29,15,12
2015-10-23,14,25,17,21,26,24,16,30.0,18,18,31.0,21,30,31,17,17,28,17,32,19,26,16,22,25,16,32,28,21,26,17,9,31,24,31.0,26,25,17,25.0,24,19,21,25,27,14,26,29,17,15
2015-10-24,14,25,18,22,25,23,7,30.0,19,18,31.0,22,30,31,5,18,28,17,31,15,28,11,24,25,17,32,27,20,26,16,1,31,23,31.0,27,24,11,26.0,26,19,18,26,28,16,25,29,7,18
2015-10-25,14,23,13,25,24,23,8,30.0,17,15,30.0,17,29,31,8,17,29,17,29,14,27,13,20,23,11,30,26,14,24,11,7,30,23,30.0,28,26,15,26.0,25,17,17,23,29,15,24,28,8,16
2015-10-26,15,26,18,19,25,24,10,29.0,16,15,31.0,17,30,30,11,15,28,15,29,15,28,14,17,24,7,31,28,18,23,11,7,30,20,29.0,23,27,14,27.0,28,15,16,24,28,6,24,27,13,13
2015-10-27,12,21,19,20,20,23,5,28.0,17,17,30.0,17,30,30,5,16,23,17,29,15,26,10,17,20,9,29,29,19,19,15,10,30,21,30.0,19,22,11,24.0,21,17,16,19,22,9,20,28,7,16
2015-10-28,13,21,16,20,18,24,3,30.0,19,15,30.0,17,31,30,3,16,23,16,30,15,21,10,21,19,10,30,24,18,20,17,8,30,19,30.0,17,21,11,29.0,22,19,16,18,24,6,19,26,5,15
2015-10-30,10,19,13,19,18,23,2,30.0,13,13,30.0,14,30,28,3,13,16,15,30,12,20,8,16,17,8,31,24,14,18,11,9,31,18,30.0,16,16,8,17.0,17,13,12,18,14,5,18,28,3,13
2015-10-31,12,17,15,16,17,18,7,26.0,15,15,24.0,14,26,23,8,15,15,16,27,11,18,9,13,17,11,24,20,13,16,11,11,26,19,26.0,16,17,11,18.0,17,16,14,17,15,9,17,24,9,15
2015-11-01,14,15,18,19,16,13,12,25.0,15,17,22.0,15,25,21,12,15,18,18,26,14,16,14,16,16,11,23,20,18,18,14,11,25,19,25.0,18,16,15,16.0,14,14,15,17,17,10,16,24,12,16
2015-11-02,17,18,20,19,18,17,11,23.0,19,19,23.0,17,24,23,12,20,19,18,26,15,20,16,20,18,11,24,22,20,19,16,6,24,21,22.0,20,19,18,21.0,19,20,18,19,20,11,19,24,13,18
2015-11-03,18,20,16,17,20,19,15,26.0,20,17,25.0,18,24,26,14,21,19,19,24,16,22,18,20,19,13,26,20,18,21,17,2,26,20,25.0,20,20,20,22.0,20,22,20,20,18,13,21,23,15,18
2015-11-04,17,21,14,17,20,21,11,28.0,19,16,27.0,18,28,26,12,20,22,18,27,14,20,18,20,20,11,28,23,17,20,16,2,28,19,28.0,20,21,19,23.0,20,19,18,20,21,11,20,27,16,17
2015-11-05,12,23,12,19,23,20,1,28.0,18,11,29.0,18,29,27,3,15,26,11,30,16,20,7,19,22,9,30,24,16,22,11,2,31,17,30.0,21,20,7,26.0,21,18,17,23,26,8,23,28,2,9
2015-11-06,6,24,4,21,25,22,1,30.0,9,4,28.0,16,28,28,2,10,28,4,29,11,25,5,15,25,5,30,28,6,26,3,1,30,19,30.0,24,28,4,26.0,26,11,14,25,28,4,25,28,3,4
2015-11-07,8,25,6,19,23,21,2,29.0,9,7,28.0,16,29,30,2,11,24,7,28,8,28,3,9,23,6,28,31,7,11,6,7,30,21,28.0,10,26,4,22.0,28,10,16,15,13,6,22,31,3,4
2015-11-08,6,19,9,21,17,22,3,30.0,10,10,29.0,15,29,29,3,11,16,11,29,16,26,4,12,17,7,30,30,13,20,10,5,29,20,30.0,12,19,4,19.0,21,11,13,16,11,7,17,30,2,8
2015-11-09,7,18,13,20,17,22,1,30.0,14,13,27.0,13,28,25,0,13,18,13,27,14,22,4,15,16,9,28,21,15,18,12,3,29,21,29.0,18,15,4,20.0,18,14,10,17,17,9,20,26,0,11
2015-11-10,8,15,10,19,15,22,1,28.0,13,8,24.0,11,26,22,-1,12,16,11,27,12,18,4,11,16,7,25,20,12,15,14,6,26,18,26.0,16,16,4,20.0,17,13,11,15,17,8,15,24,1,8
2015-11-11,9,17,9,15,16,19,1,26.0,10,8,25.0,12,25,21,2,12,14,9,27,10,16,6,12,16,8,24,20,12,14,10,6,26,17,26.0,13,15,5,20.0,17,12,12,15,14,7,15,22,3,8
2015-11-12,11,19,9,15,17,18,1,26.0,11,9,24.0,14,26,20,5,12,14,10,26,10,18,8,14,19,8,26,21,11,13,10,9,27,17,26.0,11,16,9,23.0,18,12,12,15,12,6,17,24,5,9
2015-11-13,12,18,10,17,17,21,6,25.0,9,9,20.0,14,24,18,8,11,16,9,26,12,20,10,13,17,9,22,25,14,15,11,8,26,20,24.0,14,17,12,19.0,19,9,14,16,14,7,17,25,10,9
2015-11-14,14,18,12,17,17,22,8,24.0,13,10,22.0,14,24,24,11,13,18,14,24,12,18,13,16,17,8,24,21,15,16,13,7,25,20,24.0,17,18,14,19.0,18,13,15,18,18,5,18,23,12,12
2015-11-15,13,19,11,19,19,21,1,26.0,14,12,27.0,15,27,24,3,13,20,12,26,14,21,9,16,18,8,27,25,14,19,11,6,28,17,27.0,18,20,9,22.0,22,13,14,18,19,6,18,26,4,12
2015-11-16,9,21,8,19,19,21,-2,26.0,11,9,26.0,14,27,28,-3,11,19,10,28,13,24,4,16,19,9,27,27,13,17,10,2,28,19,27.0,18,21,4,22.0,22,11,13,18,16,7,20,28,0,11
2015-11-17,6,17,9,18,17,21,-3,28.0,11,11,30.0,13,30,31,-3,11,17,9,29,10,22,1,14,17,6,30,28,10,15,8,0,31,18,30.0,15,16,3,22.0,19,11,11,16,15,7,15,27,-2,9
2015-11-18,5,17,8,18,16,22,-6,28.0,10,6,30.0,11,29,30,-4,10,16,9,30,10,24,3,12,16,8,30,29,9,13,9,1,31,17,30.0,14,17,3,25.0,19,10,10,15,14,7,15,30,-2,6
2015-11-19,5,16,7,19,14,19,-5,30.0,10,5,30.0,12,31,29,-4,10,18,8,31,11,21,-1,11,14,6,30,23,12,11,12,2,31,18,30.0,13,16,0,20.0,18,11,10,12,14,7,13,26,-4,5
2015-11-20,3,17,6,20,15,22,-5,29.0,11,3,28.0,10,29,27,-5,9,16,5,29,13,23,-3,13,16,5,29,25,12,16,12,4,30,20,30.0,17,15,-2,17.0,17,10,9,15,14,4,15,28,-5,2
2015-11-21,3,18,4,20,17,22,-6,27.0,9,1,26.0,12,27,25,-5,9,17,3,28,9,22,-4,14,18,7,28,24,10,17,9,2,28,21,28.0,19,17,-3,17.0,18,10,9,15,17,6,17,27,-6,0
2015-11-22,-2,19,0,19,18,21,-8,28.0,6,-1,28.0,12,28,28,-7,6,20,0,29,10,24,-5,12,18,4,28,24,5,18,4,0,28,21,28.0,18,18,-4,19.0,21,7,8,17,17,5,18,27,-6,-2
2015-11-23,-2,18,-1,18,17,20,-10,28.0,3,0,28.0,6,29,28,-9,3,20,-2,29,7,26,-7,7,17,-2,28,26,2,10,1,0,29,18,29.0,12,19,-6,20.0,21,2,4,15,12,0,16,28,-9,-1
2015-11-24,-6,14,-2,16,12,21,-10,28.0,-1,-2,27.0,2,28,28,-10,1,15,-3,25,5,22,-8,0,12,-1,28,24,0,7,-1,1,28,20,27.0,5,15,-9,16.0,17,0,1,9,6,-1,12,27,-10,-3
2015-11-25,-5,10,-1,16,7,16,-9,24.0,-2,-1,19.0,1,24,17,-9,0,10,-1,25,12,17,-8,1,8,-7,22,20,3,5,-2,2,23,16,24.0,8,8,-8,12.0,11,-1,0,6,8,-6,7,23,-10,-3
2015-11-26,-5,5,2,16,5,16,-9,20.0,-2,0,19.0,-1,19,17,-9,-2,10,-1,18,9,12,-8,0,4,-4,20,17,3,5,2,3,18,15,19.0,10,7,-8,12.0,7,-2,-1,3,11,-7,4,20,-10,-1
2015-11-27,0,7,1,11,6,18,-9,20.0,3,0,19.0,2,20,20,-9,3,11,2,21,11,14,-7,4,6,2,20,16,5,7,6,4,20,14,20.0,10,9,-5,7.0,9,2,2,5,12,-6,5,18,-10,-1
2015-11-28,5,12,1,14,12,20,-8,22.0,6,2,22.0,6,21,20,-8,5,12,2,24,14,16,-4,8,12,1,22,19,8,12,7,1,24,14,22.0,11,11,-1,11.0,13,6,5,12,10,-3,11,22,-7,2
2015-11-29,4,14,2,16,15,21,-6,24.0,7,4,22.0,9,24,19,-6,4,14,5,24,14,16,-2,10,16,1,22,20,6,15,10,3,24,16,22.0,14,12,-1,17.0,13,7,8,16,13,-1,15,24,-5,5
2015-11-30,4,15,2,15,16,21,-6,24.0,6,4,22.0,8,24,22,-6,7,16,6,25,11,18,-2,10,16,0,24,18,3,16,11,0,26,15,24.0,15,16,0,12.0,15,7,6,15,15,-1,16,23,-6,6
2015-12-01,10,17,4,16,17,21,-1,25.0,7,2,24.0,12,24,23,-2,7,18,5,26,13,19,3,10,17,-2,24,20,5,14,9,3,25,14,25.0,15,18,5,19.0,18,9,11,17,13,0,17,25,0,3
2015-12-02,4,14,9,17,12,19,-4,26.0,7,4,25.0,7,26,20,1,6,13,3,26,11,19,0,10,13,-2,26,22,10,13,4,1,26,15,26.0,14,14,3,13.0,13,7,4,13,13,-2,13,25,-3,3
2015-12-03,1,11,7,14,10,16,-9,21.0,5,2,18.0,4,19,18,-9,4,14,3,21,9,18,-5,7,9,-3,18,18,10,10,1,0,19,15,16.0,14,12,-3,8.0,13,6,2,10,15,-3,10,19,-10,2
2015-12-04,4,10,8,12,10,13,-6,20.0,6,6,16.0,5,19,17,-7,5,13,6,20,7,15,0,8,9,0,18,17,10,10,5,-2,19,13,19.0,13,11,1,8.0,10,6,6,10,10,-4,10,19,-6,4
2015-12-05,5,9,7,13,9,16,-8,20.0,7,6,14.0,7,18,13,-7,6,7,6,20,6,10,0,8,9,2,16,15,9,9,6,-4,19,14,18.0,7,7,2,10.0,8,6,6,8,7,0,8,18,-8,6
2015-12-06,4,11,6,14,10,15,-9,18.0,7,4,16.0,7,16,18,-11,7,9,6,18,10,12,1,9,11,0,17,16,9,10,5,2,16,14,16.0,11,6,2,10.0,9,7,6,10,9,-1,11,19,-7,6
2015-12-07,6,12,5,14,13,16,-8,18.0,7,4,16.0,8,18,18,-11,7,13,6,19,10,15,0,11,12,2,18,17,8,12,7,2,18,16,18.0,13,12,1,13.0,13,6,6,12,13,2,13,19,-6,4
2015-12-08,8,14,4,12,14,14,-6,19.0,11,4,16.0,10,18,15,-4,10,14,6,22,8,18,4,12,14,1,18,16,8,14,5,0,19,15,19.0,14,13,6,16.0,14,11,9,14,11,-1,14,19,-2,6
2015-12-09,9,15,5,14,14,16,-4,16.0,11,3,14.0,11,17,16,-4,11,12,6,18,6,16,5,11,13,3,15,17,9,12,6,-3,17,15,16.0,12,12,8,17.0,15,12,10,12,10,3,13,18,1,5
2015-12-10,8,14,5,14,12,17,-5,19.0,9,9,18.0,12,19,19,-4,10,14,7,20,7,17,4,11,13,1,19,21,9,11,6,-1,21,16,18.0,13,12,7,20.0,13,9,9,12,13,-1,12,22,1,8
2015-12-11,2,12,5,13,12,17,-7,21.0,6,5,19.0,6,20,18,-9,5,13,6,22,7,19,-1,9,11,1,20,18,6,10,5,-4,20,14,20.0,11,12,-1,14.0,13,5,4,11,12,1,11,19,-6,5
2015-12-12,4,11,5,11,11,18,-5,22.0,6,5,18.0,6,21,17,-6,5,12,7,22,5,15,1,7,11,2,19,16,6,9,6,-6,21,13,20.0,12,12,1,13.0,13,6,6,10,11,0,10,19,-3,5
2015-12-13,6,11,5,11,10,18,-8,23.0,7,4,20.0,7,23,15,-8,5,10,5,23,7,14,0,7,11,0,21,18,6,8,4,-6,24,12,22.0,8,11,1,12.0,11,6,6,8,9,1,9,20,-3,3
2015-12-14,4,10,8,8,10,18,-9,22.0,7,7,16.0,7,20,15,-7,5,10,6,24,8,14,-2,8,10,-3,18,17,10,10,2,-7,20,10,19.0,10,10,0,14.0,11,7,6,10,8,-3,10,22,-3,3
2015-12-15,4,10,8,9,10,12,-9,18.0,5,4,17.0,5,18,15,-8,3,12,4,18,8,14,-2,7,10,-5,17,16,9,9,2,-11,18,9,18.0,11,11,-2,11.0,11,4,4,11,10,-5,10,20,-7,4
2015-12-16,-2,6,6,11,6,4,-11,16.0,3,2,15.0,1,16,13,-12,2,9,4,15,4,12,-4,4,5,-4,16,15,7,7,2,-5,15,11,15.0,8,7,-3,8.0,8,2,1,6,8,-6,6,17,-10,2
2015-12-17,1,5,6,9,6,7,-9,16.0,4,4,14.0,2,14,16,-11,3,8,4,15,4,10,-3,5,5,-2,16,11,7,7,2,-7,15,12,15.0,8,6,-2,5.0,6,3,2,6,10,-5,6,14,-9,3
2015-12-18,4,8,6,8,7,11,-9,16.0,7,6,14.0,5,15,16,-8,5,9,4,16,5,12,-1,6,7,-1,16,13,7,8,4,-6,17,10,15.0,9,8,1,12.0,8,6,5,7,8,-4,7,15,-7,5
2015-12-19,5,11,5,8,10,13,-7,19.0,5,3,18.0,6,17,17,-6,5,10,7,18,5,15,2,6,10,-1,20,16,6,8,3,-5,19,8,18.0,8,11,3,11.0,12,6,6,9,8,-1,9,18,-2,4
2015-12-20,6,12,5,8,9,14,-9,19.0,6,4,19.0,7,19,18,-2,6,8,5,21,6,16,5,7,9,-1,20,17,8,8,4,-7,22,10,19.0,8,12,6,12.0,13,6,7,8,7,-2,8,19,0,4
2015-12-21,7,11,5,9,10,16,-8,19.0,9,5,19.0,7,20,19,-6,8,12,6,20,6,15,2,9,10,0,20,18,8,11,6,-8,19,10,19.0,9,12,5,10.0,12,8,8,11,12,-1,10,19,-2,6
2015-12-22,7,14,6,10,13,17,-9,22.0,8,4,20.0,8,22,19,-6,8,12,7,22,7,15,2,7,13,-2,21,20,8,11,6,-8,22,11,20.0,8,12,4,15.0,16,7,8,11,9,-1,11,22,-6,5
2015-12-23,6,13,4,10,11,17,-11,24.0,8,6,23.0,8,23,23,-8,6,11,6,24,5,15,-1,8,13,-2,24,19,6,9,6,-6,25,11,24.0,8,12,2,14.0,13,7,7,11,8,-3,10,22,-5,5
2015-12-24,1,10,5,12,11,18,-13,24.0,7,5,24.0,6,25,23,-13,4,9,5,25,8,14,-3,7,10,-4,26,17,10,9,4,-3,25,10,25.0,9,11,-4,12.0,11,6,5,9,7,-2,9,21,-9,5
2015-12-25,5,11,9,14,10,18,-14,18.0,7,4,16.0,7,17,15,-15,6,12,6,17,12,14,0,10,10,0,17,15,12,11,6,-2,18,11,18.0,12,11,1,6.0,11,6,7,11,12,-2,11,17,-10,5
2015-12-26,-1,13,6,14,14,15,-18,18.0,8,3,14.0,7,17,14,-19,4,12,3,19,14,14,-10,12,13,2,16,14,14,14,8,2,17,12,16.0,14,14,-9,9.0,14,8,4,14,10,-1,14,17,-17,0
2015-12-27,-5,11,0,13,10,17,-16,16.0,2,-1,15.0,0,16,17,-18,-1,12,1,18,10,13,-11,5,9,0,16,14,3,11,4,-2,16,14,16.0,12,12,-9,12.0,13,2,-2,10,14,-2,9,17,-14,-2
2015-12-28,2,8,4,12,9,15,-11,18.0,5,2,19.0,3,18,18,-15,3,13,3,20,5,14,-7,6,7,1,18,14,6,7,5,2,18,11,20.0,9,9,-4,13.0,11,4,2,7,11,-1,8,17,-12,2
2015-12-29,4,9,6,12,9,12,-10,18.0,8,4,16.0,6,18,14,-11,7,11,4,20,8,13,0,9,8,-1,17,14,11,9,6,-4,17,10,18.0,10,10,3,9.0,11,8,6,9,9,-3,9,17,-8,4
2015-12-30,2,11,7,12,11,10,-11,18.0,6,5,15.0,7,18,13,-10,5,13,5,19,10,17,-1,9,10,0,16,15,11,11,5,0,16,11,16.0,13,13,-1,13.0,13,6,5,12,12,-3,11,18,-4,3
2015-12-31,2,10,5,12,9,11,-8,20.0,8,4,18.0,5,19,17,-10,6,13,6,20,9,16,-2,8,9,2,18,16,8,11,7,2,20,13,18.0,13,11,-1,11.0,11,7,4,10,14,-1,10,18,-6,5
