date,大连,上海,石家庄,成都,无锡,昆明,大庆,珠海,济南,北京,佛山,青岛,中山,南宁,哈尔滨,东营,南昌,天津,深圳,西安,温州,沈阳,徐州,南通,包头,广州,福州,郑州,合肥,太原,乌鲁木齐,惠州,重庆,东莞,武汉,杭州,鞍山,苏州,宁波,淄博,烟台,南京,长沙,呼和浩特,常州,厦门,长春,唐山
2015-01-01,-7,-1,-5,5,-4,7,-21,11.0,-3,-5,9.0,-3,8,5,-24,-4,-1,-4,10,-4,1,-17,-5,-4,-16,6,4,-2,-3,-12,-13,8,8,9.0,-2,-2,-11,-3,-3,-7,-4,-4,4,-14,-4,8,-20,-11
2015-01-02,-4,2,-5,3,0,4,-17,13.0,0,-6,9.0,0,10,6,-22,-3,4,-2,13,-3,2,-15,-1,-2,-14,7,6,0,-3,-10,-10,9,8,11.0,3,0,-7,0,-2,-5,-4,-1,4,-12,1,9,-16,-8
2015-01-03,0,4,-3,1,3,7,-16,14.0,3,-5,10.0,2,11,10,-13,-2,7,-3,13,-2,5,-11,2,2,-13,8,7,-1,3,-9,-11,10,8,13.0,2,5,-4,4,4,-2,1,3,6,-9,3,9,-12,-6
2015-01-04,0,9,-2,5,5,7,-15,16.0,3,-1,14.0,4,15,15,-17,2,10,1,16,0,10,-9,5,5,-10,14,9,4,7,-5,-14,14,7,16.0,9,6,-4,7,9,2,2,5,11,-10,6,11,-14,-3
2015-01-05,-6,5,-3,2,2,7,-18,18.0,-4,-4,18.0,-2,17,15,-20,-3,7,-4,18,1,11,-18,0,3,-17,17,12,0,3,-10,-13,17,6,18.0,3,4,-11,3,6,-5,-4,2,5,-15,2,14,-19,-9
2015-01-06,-6,3,-4,3,0,5,-20,15.0,-3,-6,14.0,-2,15,11,-23,-4,3,-3,16,-1,7,-21,-2,0,-16,14,11,-2,-2,-9,-9,16,6,15.0,-1,2,-13,1,2,-5,-3,-1,4,-13,0,13,-21,-11
2015-01-07,-6,2,-4,5,-2,5,-17,14.0,-2,-6,11.0,-1,12,11,-26,-5,2,-3,12,-2,3,-20,-3,-2,-14,10,7,-1,-2,-10,-9,11,8,11.0,-3,-1,-13,-1,-1,-6,-3,-3,2,-12,-3,10,-20,-9
2015-01-08,-2,2,-3,2,0,2,-17,12.0,-1,-3,8.0,-1,9,12,-23,-3,3,-3,11,-1,3,-19,-1,-2,-15,6,5,2,-1,-9,-12,8,7,9.0,2,0,-10,1,0,-6,-2,-1,6,-13,0,9,-18,-10
2015-01-09,-2,4,-2,2,1,1,-16,13.0,-1,-5,11.0,-2,10,10,-22,-3,8,-2,12,-2,4,-17,-3,0,-13,10,6,-1,0,-11,-10,10,7,11.0,2,2,-7,3,2,-6,-2,1,6,-13,1,9,-16,-8
2015-01-10,-5,4,-2,4,1,0,-21,14.0,1,-3,13.0,0,11,10,-24,-3,6,-1,13,-2,7,-16,0,1,-14,11,9,0,0,-10,-10,12,8,12.0,0,4,-10,3,4,-4,-2,0,5,-11,1,11,-19,-7
2015-01-11,-7,5,-2,3,2,0,-17,12.0,-2,-6,9.0,-3,11,9,-25,-4,8,-3,12,-2,6,-20,-2,1,-13,9,10,-1,1,-9,-10,11,8,11.0,3,3,-12,3,3,-6,-4,1,7,-10,1,12,-18,-7
2015-01-12,-3,6,-3,2,4,0,-16,10.0,-1,-5,9.0,1,10,6,-19,-2,7,-2,10,-1,7,-13,0,2,-5,9,9,-1,3,-6,-7,10,5,10.0,5,6,-7,5,6,-5,-2,3,7,-5,3,11,-15,-7
2015-01-13,-1,7,-4,5,5,0,-17,10.0,-1,-5,8.0,2,10,4,-20,-2,3,-1,10,0,8,-10,1,5,-11,7,9,-1,4,-6,-7,8,6,8.0,0,6,-4,6,7,-3,0,4,3,-7,5,8,-13,-7
2015-01-14,-4,6,-4,5,3,2,-18,10.0,0,-5,8.0,2,8,4,-22,0,3,-2,10,-2,5,-12,1,4,-10,6,6,1,3,-8,-10,7,9,7.0,-1,5,-9,5,6,-2,-1,4,3,-9,4,9,-18,-6
2015-01-15,-6,4,-2,4,4,1,-17,10.0,0,-3,7.0,-1,9,5,-22,-2,4,-2,10,-2,8,-13,2,3,-15,5,8,2,1,-9,-9,7,9,9.0,2,4,-10,4,4,-2,-2,4,4,-12,4,8,-16,-4
2015-01-16,-7,4,-5,6,1,5,-17,12.0,-4,-7,9.0,-2,10,8,-22,-5,5,-4,11,-2,5,-20,-4,1,-13,8,7,-3,-2,-11,-10,9,9,11.0,0,3,-12,2,3,-8,-4,-1,5,-11,0,10,-18,-11
2015-01-17,-2,3,-2,5,-1,3,-17,13.0,1,-5,10.0,0,10,8,-20,-1,4,-2,12,-2,3,-13,-1,0,-10,8,6,2,-1,-8,-12,9,10,11.0,0,2,-6,0,2,-3,-2,0,6,-9,-1,9,-14,-6
2015-01-18,-5,3,-2,4,0,2,-18,12.0,-2,-6,9.0,0,10,6,-21,-4,3,-2,12,-2,7,-14,-3,0,-12,8,7,-1,-1,-12,-10,10,8,11.0,-1,2,-10,2,3,-6,-2,0,3,-12,0,9,-16,-9
2015-01-19,-5,4,-2,3,2,0,-18,13.0,3,-5,9.0,2,11,9,-22,0,4,-1,13,-1,5,-19,1,2,-11,7,8,2,5,-7,-11,10,8,12.0,5,3,-10,3,2,-1,-3,2,6,-11,3,9,-20,-6
2015-01-20,-3,7,-3,2,5,1,-17,13.0,-1,-2,12.0,2,12,11,-22,-2,6,-2,14,0,7,-12,2,5,-15,10,8,2,4,-9,-12,12,7,13.0,2,7,-6,6,6,-2,1,4,5,-15,5,10,-15,-5
2015-01-21,-6,3,-4,3,1,0,-18,13.0,-5,-7,11.0,-2,11,9,-24,-5,5,-3,12,-2,7,-19,-4,2,-15,9,6,-3,-2,-12,-10,10,7,12.0,-2,2,-12,3,3,-8,-3,-1,3,-13,1,9,-19,-10
2015-01-22,-3,2,-3,3,-1,2,-17,14.0,0,-6,9.0,0,9,9,-19,-4,3,-2,14,-2,4,-18,-3,-1,-12,7,6,-1,-1,-10,-12,8,8,12.0,0,0,-9,0,0,-6,-3,-1,5,-11,-1,8,-15,-8
2015-01-23,-3,5,-2,6,3,4,-18,14.0,0,-3,12.0,0,13,13,-17,-2,6,-2,14,-1,5,-15,0,2,-9,10,7,2,5,-7,-11,11,11,13.0,6,3,-8,3,4,-3,0,2,10,-10,3,8,-14,-7
2015-01-24,-2,11,-3,6,8,5,-16,16.0,-1,-5,15.0,4,14,16,-18,0,12,-2,16,0,11,-12,4,9,-10,14,9,0,8,-7,-11,15,11,15.0,8,10,-7,9,9,-1,1,8,10,-8,8,13,-16,-6
2015-01-25,-4,8,-3,8,7,3,-17,17.0,-1,-4,16.0,1,16,16,-16,-3,10,-1,17,-2,10,-12,-2,6,-9,15,13,-2,3,-7,-13,15,12,17.0,4,8,-8,8,10,-4,0,6,6,-9,6,12,-17,-6
2015-01-26,-9,3,-5,9,3,5,-19,16.0,-4,-7,16.0,-3,16,16,-24,-5,6,-5,17,0,9,-20,-1,2,-18,14,11,-2,3,-8,-16,15,11,17.0,4,5,-14,3,6,-5,-4,3,6,-17,3,13,-24,-12
2015-01-27,-9,3,-6,6,1,4,-19,16.0,-5,-7,15.0,-4,15,15,-24,-6,3,-6,15,-1,6,-22,-3,1,-14,14,9,-2,0,-7,-17,15,9,16.0,1,1,-15,1,4,-9,-6,0,3,-13,0,11,-25,-14
2015-01-28,-7,3,-4,3,1,4,-18,15.0,-4,-5,15.0,-3,14,17,-19,-4,2,-3,14,-4,7,-20,-2,1,-14,13,8,-3,-2,-7,-20,14,7,14.0,-2,2,-11,1,4,-5,-5,-1,0,-11,0,10,-17,-8
2015-01-29,-7,2,-5,3,0,4,-20,14.0,-5,-6,14.0,-3,13,10,-22,-5,1,-4,14,-4,8,-19,-3,0,-19,12,9,-3,-2,-13,-20,12,6,13.0,-3,2,-12,1,4,-6,-4,-1,-1,-17,-1,11,-18,-12
2015-01-30,-8,2,-6,2,-1,5,-18,12.0,-6,-8,9.0,-4,11,7,-24,-7,2,-5,12,-4,4,-20,-4,0,-19,8,7,-3,-3,-14,-19,10,6,11.0,0,0,-13,0,1,-8,-4,-2,0,-15,-1,10,-22,-12
2015-01-31,-6,3,-5,2,0,6,-15,12.0,-5,-7,9.0,-4,10,6,-20,-6,2,-5,12,-4,4,-20,-3,0,-14,9,6,-4,0,-9,-18,9,5,11.0,0,2,-8,1,2,-7,-4,-1,1,-13,0,8,-18,-11
2015-03-01,2,3,1,4,1,8,-15,16.0,7,-3,13.0,3,14,12,-16,1,5,1,16,0,7,-8,2,2,-8,13,9,3,2,-5,-9,13,8,15.0,2,3,0,3,3,2,1,2,4,-8,2,10,-12,-4
2015-03-02,-2,7,1,5,6,10,-17,18.0,1,-2,15.0,0,16,11,-15,-1,6,1,18,2,8,-6,3,5,-14,14,10,5,7,-5,-7,16,9,16.0,6,8,-5,5,7,-3,0,6,7,-12,6,13,-11,-4
2015-03-03,-4,3,-4,6,2,11,-17,16.0,-4,-4,12.0,-3,15,12,-12,-3,4,-3,16,0,6,-10,-4,1,-15,12,9,-1,1,-11,-7,14,8,14.0,4,3,-6,2,3,-7,-2,2,6,-14,2,11,-13,-8
2015-03-04,-4,3,-2,5,2,10,-19,15.0,-2,-5,12.0,-1,14,13,-19,-3,3,-1,16,0,5,-12,-1,1,-11,11,8,1,1,-8,-8,13,8,13.0,1,2,-5,2,2,-5,-3,1,4,-10,2,10,-18,-6
2015-03-05,-1,4,0,3,3,10,-9,18.0,2,-3,12.0,0,16,11,-8,-1,2,1,17,0,5,-4,-1,2,-10,14,6,0,0,-4,-6,15,9,16.0,1,3,0,3,4,-1,-2,2,3,-7,2,11,-8,-4
2015-03-06,2,4,2,6,3,9,-9,16.0,5,-2,10.0,3,12,10,-9,1,4,2,17,0,7,-3,0,2,-7,11,9,2,2,-3,-4,13,9,13.0,2,4,3,3,5,3,0,3,5,-7,3,11,-5,-2
2015-03-07,2,7,4,7,6,9,-12,16.0,7,0,14.0,4,15,12,-14,5,7,4,16,2,7,-3,4,5,-6,14,10,5,6,1,-4,14,10,15.0,6,6,-2,6,5,5,3,5,8,-4,6,12,-9,-1
2015-03-08,-5,5,1,7,5,6,-13,18.0,0,-2,14.0,0,17,11,-16,-2,7,0,18,4,8,-10,4,3,-13,16,10,4,3,-1,-4,17,9,17.0,4,6,-9,5,6,-2,-3,4,5,-13,4,14,-15,-8
2015-03-09,-6,2,-3,8,0,8,-18,17.0,-4,-6,14.0,-3,16,12,-20,-5,8,-3,16,4,7,-14,-4,0,-14,15,9,0,1,-8,-4,15,12,16.0,6,3,-10,2,3,-7,-3,0,8,-11,0,12,-19,-9
2015-03-10,-3,2,-1,8,0,7,-15,16.0,-1,-3,12.0,-3,16,13,-18,-2,6,-1,15,4,7,-11,-1,-2,-12,13,8,0,2,-7,-4,15,11,16.0,4,4,-7,1,1,-3,-3,0,6,-10,1,10,-18,-6
2015-03-11,0,3,1,6,2,8,-10,16.0,3,-4,12.0,1,14,10,-14,0,4,1,14,3,7,-10,1,2,-8,13,7,2,4,-6,-4,15,10,13.0,3,5,-5,3,4,-1,-2,2,5,-6,2,10,-13,-6
2015-03-12,-1,7,1,8,6,8,-9,14.0,5,-2,12.0,3,14,13,-9,1,7,0,15,6,8,-8,7,5,-6,13,9,6,5,-1,-5,14,14,14.0,6,7,-4,7,6,0,0,7,7,-6,6,9,-10,-4
2015-03-13,0,10,3,8,7,8,-9,17.0,4,0,15.0,3,17,14,-10,1,14,2,17,8,10,-7,5,6,-3,16,10,6,9,0,-7,16,14,17.0,10,10,-3,9,8,0,-2,6,10,-3,8,13,-11,-3
2015-03-14,3,10,5,11,9,8,-5,19.0,8,2,18.0,4,18,19,-4,6,11,4,20,9,13,-1,3,8,-6,18,14,7,9,-2,-4,19,14,18.0,10,10,3,9,12,4,3,8,12,-5,8,15,-3,-1
2015-03-15,4,10,8,12,10,8,-2,21.0,12,3,20.0,6,20,20,-5,8,13,7,22,8,13,2,8,9,-4,20,16,9,11,2,-4,21,13,21.0,9,10,5,10,11,8,4,10,12,0,10,17,0,3
2015-03-16,3,12,9,15,12,9,-3,21.0,9,6,21.0,7,22,20,-7,5,16,9,21,10,14,0,10,11,-3,20,16,11,13,7,-4,20,17,21.0,13,14,2,12,13,7,6,12,13,0,11,17,-3,3
2015-03-17,3,15,5,14,12,11,-3,21.0,6,3,21.0,7,22,21,-6,4,19,4,22,9,16,-4,9,11,-1,21,18,8,11,5,-4,21,17,21.0,11,17,0,14,18,5,3,11,15,0,12,19,-5,2
2015-03-18,5,11,6,13,10,12,-2,22.0,5,5,22.0,5,22,20,-1,4,12,6,22,7,15,-1,7,8,-3,21,19,6,10,3,-3,21,16,21.0,8,12,5,11,12,3,3,10,11,-2,9,18,0,2
2015-03-19,6,10,7,11,10,8,-2,21.0,8,5,22.0,8,22,22,-2,6,13,7,22,8,13,-2,9,8,-4,20,16,8,9,2,-4,21,16,22.0,10,10,4,10,11,6,7,10,10,-2,9,17,-2,3
2015-03-20,8,10,8,9,8,9,-2,20.0,9,6,20.0,9,20,19,-2,8,12,8,21,6,13,-2,9,8,-4,20,13,10,8,0,-1,22,13,21.0,8,11,4,9,11,8,6,8,10,-4,8,16,-1,2
2015-03-21,2,10,7,12,9,10,-5,20.0,7,6,19.0,6,21,17,-7,4,11,7,20,8,11,-3,7,8,-4,20,13,9,8,2,0,21,15,20.0,8,10,0,10,8,3,4,9,12,-4,8,16,-5,-1
2015-03-22,0,10,4,12,7,9,-7,20.0,4,1,18.0,5,21,18,-10,1,12,3,19,8,10,-7,6,6,-4,19,12,7,9,0,3,20,17,19.0,9,8,-3,9,7,0,0,7,13,-3,7,16,-9,-1
2015-03-23,1,9,5,13,6,9,-7,18.0,6,3,17.0,5,18,16,-9,2,9,5,18,8,9,-7,3,6,-4,17,9,6,6,0,9,17,17,17.0,8,6,-1,7,6,3,2,6,11,-2,6,11,-9,-2
2015-03-24,3,9,7,13,6,9,0,18.0,9,3,18.0,4,18,15,-4,6,13,6,18,5,10,-1,8,4,-2,17,11,10,7,3,4,18,16,17.0,8,8,4,7,5,6,3,7,10,0,7,13,-3,1
2015-03-25,6,9,7,13,7,9,4,18.0,9,6,18.0,5,18,16,2,6,13,9,18,6,9,5,8,6,0,17,12,9,9,2,0,18,14,18.0,10,8,9,8,6,7,6,7,9,1,8,14,5,2
2015-03-26,7,11,8,15,10,9,7,18.0,9,8,18.0,6,18,18,8,7,10,10,18,6,12,6,6,9,3,16,11,5,9,2,2,18,18,17.0,7,10,12,11,10,6,6,10,12,1,9,14,9,5
2015-03-27,7,9,9,15,8,10,5,19.0,15,9,19.0,6,18,19,5,10,12,12,19,6,10,9,9,7,-1,18,14,9,10,2,3,18,16,19.0,8,10,9,8,8,10,8,8,12,1,9,15,7,8
2015-03-28,5,11,11,15,10,10,0,20.0,12,8,20.0,7,19,20,1,8,14,10,20,8,11,2,11,10,2,18,15,10,12,4,3,19,17,19.0,12,12,7,12,10,8,6,11,14,1,11,16,1,5
2015-03-29,6,13,12,17,15,11,8,21.0,16,9,21.0,7,20,20,5,12,17,12,21,10,14,8,13,12,6,19,15,12,13,6,1,20,16,20.0,13,15,10,13,14,13,7,14,17,5,14,17,7,9
2015-03-30,5,15,14,18,16,11,2,22.0,13,11,21.0,8,21,21,2,8,19,12,22,14,16,7,16,15,7,20,17,14,16,9,-3,22,20,20.0,17,16,2,15,16,7,9,16,19,2,16,18,3,9
2015-03-31,4,17,6,18,18,12,-3,22.0,7,5,23.0,8,22,21,-3,7,20,6,22,13,18,-2,11,16,6,22,19,6,20,3,-8,23,21,23.0,20,20,0,18,18,6,7,18,22,6,17,20,-4,4
2015-06-01,17,22,22,22,23,17,11,28.0,25,23,26.0,17,28,27,11,23,26,25,27,22,22,16,22,21,13,25,24,22,24,16,9,26,23,26.0,24,24,16,23,22,23,19,23,25,13,23,25,13,20
2015-06-02,16,21,20,21,21,18,11,28.0,20,17,26.0,18,28,27,10,18,25,20,27,21,20,10,21,19,13,27,26,22,20,14,11,26,23,28.0,23,21,15,21,21,17,17,20,24,11,21,25,10,13
2015-06-03,18,19,21,22,17,18,14,28.0,21,22,27.0,18,28,26,13,20,21,23,28,18,19,14,15,15,13,27,21,20,18,14,14,26,23,28.0,22,20,20,19,19,18,19,17,21,11,17,24,14,18
2015-06-04,16,19,18,20,19,18,16,28.0,20,17,26.0,18,27,26,17,18,20,18,27,18,19,15,16,18,12,26,19,19,16,12,18,25,20,26.0,18,18,16,19,20,16,18,18,20,8,19,25,15,14
2015-06-05,17,20,22,20,19,17,14,27.0,26,20,25.0,19,26,23,13,24,21,21,26,21,20,14,20,19,12,26,22,21,18,15,18,25,21,25.0,19,19,16,20,18,24,18,19,20,9,20,24,13,19
2015-06-06,18,22,21,19,21,18,12,27.0,26,18,26.0,19,26,24,14,21,24,21,26,21,20,16,21,20,9,26,20,25,22,15,18,25,21,26.0,21,21,18,21,22,23,20,21,23,8,22,22,15,18
2015-06-07,17,21,19,21,21,18,12,28.0,19,17,27.0,18,27,25,12,19,24,20,27,20,24,15,22,20,9,26,25,23,20,12,17,27,20,26.0,19,21,18,22,24,18,18,21,22,8,21,24,15,17
2015-06-08,17,21,22,21,20,18,13,28.0,21,20,26.0,18,26,24,13,20,21,22,27,20,24,13,22,20,14,26,25,22,22,14,18,27,21,26.0,21,20,16,22,21,19,17,21,20,11,20,25,14,18
2015-06-09,17,21,23,22,21,17,15,28.0,20,20,27.0,17,27,25,13,23,22,24,27,23,22,16,22,21,13,27,26,23,23,19,14,27,23,26.0,23,20,18,22,20,23,18,21,22,14,21,26,15,18
2015-06-10,17,23,23,24,23,17,16,27.0,19,18,26.0,18,27,25,16,20,24,20,27,20,23,16,23,22,10,26,26,22,24,14,14,27,24,26.0,23,23,17,20,22,20,18,23,23,10,23,26,16,17
2015-06-11,18,23,21,21,23,17,16,29.0,22,18,26.0,20,28,23,17,20,24,20,26,20,23,14,22,22,12,26,25,24,22,13,17,27,25,26.0,19,23,16,22,22,19,19,22,22,10,23,26,16,17
2015-06-12,17,24,20,20,24,17,16,28.0,20,19,26.0,20,27,25,16,20,23,20,27,20,24,13,23,24,14,26,25,23,23,14,17,26,21,26.0,22,22,17,18,22,17,19,23,23,12,24,26,14,17
2015-06-13,18,24,20,20,24,17,17,28.0,19,17,26.0,19,28,26,15,19,22,19,28,20,24,14,21,23,14,26,26,23,23,15,20,27,19,26.0,23,22,17,19,21,16,17,24,23,12,25,26,15,17
2015-06-14,19,23,22,21,24,18,19,28.0,20,19,27.0,19,28,25,18,20,24,22,27,22,24,15,20,23,17,27,25,23,23,17,22,27,23,26.0,24,22,20,21,23,17,18,23,23,14,24,26,16,18
2015-06-15,19,22,22,21,21,18,21,28.0,22,22,28.0,19,27,26,20,20,25,24,28,20,26,17,20,20,17,26,26,21,22,18,12,27,22,27.0,24,23,22,20,23,19,18,21,26,14,21,26,18,19
2015-06-16,19,21,23,23,19,18,20,28.0,22,22,28.0,19,26,24,20,21,26,23,28,19,26,17,20,19,17,26,26,21,19,18,13,27,23,26.0,22,24,22,22,23,21,19,20,26,15,19,26,20,20
2015-06-17,18,20,21,21,19,18,18,28.0,24,20,27.0,18,27,24,19,22,24,22,28,21,24,18,20,19,15,27,26,23,19,17,14,27,21,27.0,20,24,20,22,22,21,20,19,24,15,19,26,18,18
2015-06-18,18,20,21,22,19,18,18,28.0,19,20,27.0,18,28,25,18,19,23,20,28,22,22,16,22,19,13,28,26,23,20,16,14,28,22,28.0,20,20,17,16,20,18,19,20,22,12,20,27,17,16
2015-06-19,18,21,19,21,21,17,18,28.0,18,16,28.0,18,28,26,18,18,24,19,28,22,21,16,22,20,15,28,24,22,21,15,17,28,24,28.0,22,21,18,19,20,16,17,21,23,12,21,25,17,15
2015-06-20,19,22,20,21,21,18,20,28.0,19,19,28.0,18,27,26,19,18,24,22,28,21,22,16,19,21,16,28,25,22,22,16,19,27,23,26.0,22,22,20,20,22,16,17,21,22,15,22,26,17,18
2015-06-21,19,21,21,21,22,18,21,26.0,21,21,26.0,19,26,26,21,21,23,23,27,22,23,17,19,21,15,27,25,21,21,16,20,27,23,26.0,20,22,22,18,22,19,19,21,22,12,21,25,20,19
2015-06-22,19,23,22,22,22,18,23,25.0,23,22,26.0,19,26,26,22,22,24,23,26,22,24,17,21,21,17,25,26,22,22,18,21,26,26,25.0,24,22,20,20,22,21,19,22,24,13,21,24,20,19
2015-06-23,20,24,23,21,23,18,21,26.0,22,22,26.0,20,26,25,21,23,26,24,27,21,25,17,20,23,17,25,26,19,24,18,22,26,25,26.0,25,24,20,22,25,21,20,23,26,14,24,25,20,19
2015-06-24,19,25,21,23,25,18,22,27.0,19,22,26.0,19,26,25,22,22,27,22,27,20,26,19,19,23,16,26,26,20,25,17,23,26,25,26.0,26,26,22,26,26,19,20,25,28,13,24,25,20,20
2015-06-25,20,24,21,23,24,19,20,28.0,19,21,28.0,19,27,26,20,20,28,22,27,22,26,18,20,23,16,27,27,20,22,17,23,27,26,27.0,25,26,20,27,27,18,19,22,29,14,23,26,19,20
2015-06-26,20,24,22,24,22,19,20,28.0,22,21,28.0,20,27,26,20,21,29,23,28,21,27,18,21,21,19,27,27,21,24,19,23,27,29,28.0,26,25,21,27,26,19,19,22,30,16,23,26,20,20
2015-06-27,21,21,24,23,21,19,20,28.0,23,23,28.0,20,28,26,20,23,29,24,28,21,28,19,20,20,20,28,27,21,21,20,18,28,29,28.0,28,24,23,25,24,22,19,20,29,19,20,27,19,21
2015-06-28,20,21,22,24,22,19,16,28.0,22,24,28.0,20,28,26,17,22,29,25,28,21,27,18,21,21,18,28,28,21,21,19,18,28,29,28.0,27,23,18,23,24,23,20,21,28,17,21,27,18,23
2015-06-29,19,24,20,23,23,19,15,28.0,20,20,28.0,20,27,27,13,21,30,21,28,22,28,13,21,22,17,28,28,21,23,18,19,27,26,27.0,25,25,17,21,27,20,19,23,30,16,23,27,13,15
2015-06-30,18,22,21,23,22,19,16,28.0,19,18,28.0,18,28,27,15,18,27,21,28,23,28,14,19,21,16,28,27,21,23,16,20,28,24,28.0,22,23,17,20,22,17,18,21,26,14,21,27,14,16
2015-07-01,19,21,23,24,22,19,15,28.0,23,18,28.0,20,28,28,15,21,24,21,28,23,25,13,22,21,16,28,27,23,22,17,21,28,24,28.0,23,21,16,20,22,19,21,21,23,15,22,27,13,17
2015-07-02,18,21,21,21,22,18,16,28.0,21,18,29.0,20,28,27,14,20,25,21,28,22,23,12,21,22,16,28,25,24,23,17,22,28,23,28.0,24,21,15,20,22,17,17,22,26,14,22,27,13,16
2015-07-03,19,22,21,20,22,17,16,29.0,21,20,28.0,19,28,27,15,18,25,22,29,20,22,13,20,21,18,28,24,22,22,17,23,27,21,28.0,22,22,16,20,21,17,17,22,25,16,22,26,14,17
2015-07-04,19,21,21,20,20,17,17,28.0,22,19,28.0,20,26,24,16,20,20,20,28,21,20,15,22,20,20,26,23,21,19,18,21,27,20,27.0,22,18,20,23,19,20,18,19,21,16,20,25,15,17
2015-07-05,19,20,21,20,19,15,21,26.0,22,20,26.0,20,25,23,18,22,20,21,28,22,20,15,22,19,17,26,24,21,19,17,13,26,20,26.0,20,18,19,20,19,22,19,19,21,17,19,25,16,18
2015-07-06,19,18,22,20,19,16,21,26.0,22,22,26.0,20,26,23,20,22,19,22,27,20,21,16,19,19,19,25,25,21,18,17,14,25,22,26.0,19,18,20,20,18,20,20,18,20,16,18,26,18,19
2015-07-07,19,21,22,21,20,15,22,27.0,22,21,25.0,20,26,21,19,21,20,22,26,22,22,17,19,19,19,26,24,21,20,18,16,25,23,26.0,20,19,21,20,21,20,19,19,21,18,19,24,19,19
2015-07-08,21,23,23,21,22,15,21,26.0,22,22,25.0,21,26,22,20,21,22,24,25,21,22,18,20,21,19,25,24,22,20,18,21,25,24,25.0,21,21,23,22,22,19,20,20,22,19,20,24,19,19
2015-07-09,20,24,23,20,23,16,23,24.0,24,23,25.0,22,25,23,22,24,22,23,25,22,24,19,22,23,17,24,26,23,22,19,21,24,24,24.0,22,22,24,17,24,23,22,23,22,17,23,26,20,20
2015-07-10,21,24,24,22,23,16,23,26.0,24,24,27.0,22,26,22,22,25,25,24,27,23,25,21,22,24,18,26,25,22,24,18,16,27,24,26.0,24,24,24,20,25,23,22,23,23,16,23,27,22,22
2015-07-11,22,24,24,21,23,16,23,27.0,24,24,26.0,24,27,24,21,25,25,25,27,23,25,22,23,24,19,26,26,24,24,18,14,27,25,26.0,24,24,24,23,24,23,22,23,24,18,23,27,22,21
2015-07-12,22,24,26,24,24,17,20,28.0,26,25,28.0,22,28,26,20,24,26,26,29,26,25,23,24,23,17,27,27,25,25,21,18,27,25,28.0,25,24,24,24,23,23,21,24,26,20,24,26,22,24
2015-07-13,24,25,27,21,25,19,20,28.0,29,26,28.0,24,28,26,19,25,28,28,28,24,26,20,26,25,18,28,26,26,25,20,20,27,26,28.0,26,25,24,22,24,25,23,24,27,18,25,26,19,23
2015-07-14,24,24,24,22,24,18,18,28.0,25,23,28.0,22,27,26,16,25,28,27,28,22,23,21,25,24,16,28,26,24,25,19,23,28,23,28.0,26,24,25,25,22,25,23,25,27,19,24,26,17,23
2015-07-15,23,24,21,22,24,16,16,28.0,23,23,28.0,23,27,26,15,25,28,25,28,22,24,20,22,23,17,28,25,22,24,15,25,28,23,28.0,22,24,24,25,22,24,22,24,23,17,24,26,17,23
2015-07-16,21,24,20,22,23,16,18,27.0,22,21,26.0,22,28,25,16,24,25,24,28,21,26,20,22,22,16,26,26,20,23,16,25,27,24,26.0,22,24,23,22,24,22,21,23,22,15,23,26,17,21
2015-07-17,21,24,22,22,23,16,18,26.0,22,21,27.0,22,26,25,17,23,23,22,27,22,25,17,22,22,14,26,26,20,24,15,26,27,25,26.0,22,25,21,23,25,22,21,23,23,15,23,26,18,21
2015-07-18,21,25,21,23,24,16,19,27.0,22,21,26.0,22,26,25,17,23,25,23,26,23,24,19,21,23,16,26,26,22,23,17,26,26,26,26.0,23,25,23,19,24,22,20,24,24,15,24,26,18,22
2015-07-19,21,25,21,22,24,16,22,26.0,22,21,26.0,22,25,25,20,23,26,23,26,22,26,20,22,23,17,26,25,23,24,17,26,26,27,26.0,23,24,23,28,26,21,21,23,24,16,23,24,20,22
2015-07-20,22,26,23,22,25,17,22,26.0,23,21,26.0,23,26,26,22,23,27,24,26,23,26,20,23,24,17,25,25,23,24,18,26,25,27,26.0,24,26,23,28,25,22,21,24,26,18,24,25,21,22
2015-07-21,22,25,22,21,25,18,21,26.0,24,22,26.0,23,25,26,21,24,27,24,25,25,26,22,24,24,17,25,25,24,25,19,27,25,26,25.0,25,25,24,22,25,23,22,25,26,16,25,25,21,23
2015-07-22,22,26,22,23,25,17,21,26.0,21,21,26.0,23,26,26,22,24,26,24,25,23,26,22,24,24,16,26,25,24,26,19,28,25,23,26.0,24,26,24,23,26,22,22,25,27,16,25,25,22,22
2015-07-23,23,26,23,23,26,17,20,25.0,23,21,26.0,23,25,24,22,25,26,24,25,23,27,22,24,25,17,25,25,23,25,17,26,25,25,25.0,24,26,24,24,27,23,23,25,24,16,25,25,21,22
2015-07-24,22,27,23,22,26,17,21,26.0,24,22,26.0,23,25,24,21,23,26,24,25,24,26,22,23,25,18,26,26,24,24,17,26,25,25,25.0,24,26,24,25,26,23,22,24,24,18,25,25,21,22
2015-07-25,23,27,25,22,26,15,21,26.0,25,23,26.0,23,26,25,22,25,26,25,26,24,26,22,24,26,17,26,26,24,25,18,24,25,26,26.0,25,26,24,25,27,24,24,25,26,18,26,25,22,23
2015-07-26,23,27,26,23,26,14,19,26.0,26,23,26.0,24,26,24,19,26,26,27,26,26,26,21,25,27,20,26,27,26,26,20,23,26,26,26.0,26,27,24,25,27,25,24,26,26,18,27,26,21,25
