date,大连,上海,石家庄,成都,无锡,昆明,大庆,珠海,济南,北京,佛山,青岛,中山,南宁,哈尔滨,东营,南昌,天津,深圳,西安,温州,沈阳,徐州,南通,包头,广州,福州,郑州,合肥,太原,乌鲁木齐,惠州,重庆,东莞,武汉,杭州,鞍山,苏州,宁波,淄博,烟台,南京,长沙,呼和浩特,常州,厦门,长春,唐山
2015-07-27,24,28,26,23,27,14,18,26.0,27,23,26.0,25,26,24,17,27,27,25,26,26,27,23,25,27,20,26,27,26,27,22,24,25,26,26.0,26,28,24,26,27,27,24,27,26,19,27,26,21,25
2015-07-28,24,30,26,23,27,15,17,27.0,26,22,26.0,26,25,23,18,27,27,26,26,26,27,21,27,28,20,24,26,27,27,22,22,26,26,26.0,27,28,23,29,27,26,25,27,26,19,28,26,20,25
2015-07-29,24,30,24,22,28,15,16,26.0,25,23,25.0,27,25,23,18,26,27,25,26,26,25,22,27,29,18,25,25,28,27,21,19,25,27,25.0,26,28,23,25,28,26,25,27,27,18,27,25,19,24
2015-07-30,24,28,23,23,26,17,19,26.0,24,22,26.0,26,25,23,18,24,26,24,26,26,24,20,27,26,19,25,25,27,27,23,21,25,27,25.0,27,26,22,25,26,24,25,27,27,18,27,26,19,23
2015-07-31,24,29,23,23,27,17,20,27.0,24,22,26.0,25,26,23,18,25,27,24,27,28,26,21,24,27,21,25,26,25,27,21,20,25,28,26.0,28,27,22,25,27,23,24,27,27,20,27,25,20,22
2015-08-01,24,29,24,24,28,16,21,27.0,27,23,26.0,26,26,24,21,25,27,26,26,27,26,22,26,26,19,26,26,26,27,22,22,25,27,26.0,28,28,23,24,27,26,24,27,27,19,28,25,20,24
2015-08-02,23,29,23,24,29,16,20,27.0,25,24,26.0,27,26,24,22,25,28,25,26,28,25,23,28,28,16,25,26,27,28,21,22,25,29,26.0,29,28,22,25,26,25,27,28,27,16,28,25,22,23
2015-08-03,23,29,21,24,30,16,19,27.0,23,21,26.0,26,26,24,21,23,28,21,26,22,25,22,27,28,16,26,26,24,28,14,23,26,27,26.0,28,28,22,25,26,23,25,28,28,14,29,26,22,22
2015-08-04,23,28,22,22,28,17,19,26.0,23,22,26.0,25,26,24,21,24,28,23,26,20,25,20,26,28,17,26,26,23,27,16,24,25,26,26.0,27,28,23,24,26,22,23,29,28,16,28,26,20,21
2015-08-05,23,27,23,22,27,17,20,28.0,22,22,27.0,25,26,24,22,23,28,25,28,21,25,21,22,27,15,26,26,23,27,18,24,27,24,27.0,25,27,22,25,26,22,24,27,28,14,28,25,21,23
2015-08-06,22,27,24,24,27,16,21,27.0,22,22,28.0,24,27,25,21,23,28,24,27,21,26,21,23,26,15,28,25,22,26,17,24,26,24,27.0,25,26,22,25,26,21,22,27,27,17,27,26,20,22
2015-08-07,22,27,23,20,27,17,20,28.0,23,23,28.0,24,28,25,21,23,28,24,28,24,26,20,24,26,18,27,24,23,26,18,26,27,25,27.0,26,26,22,24,27,22,23,26,27,17,26,26,20,21
2015-08-08,22,27,23,21,26,17,20,29.0,24,23,28.0,25,28,26,20,24,25,24,28,23,26,22,24,26,18,28,24,24,26,19,19,28,23,28.0,26,26,23,25,27,22,24,25,25,17,26,25,21,22
2015-08-09,23,28,24,21,26,17,17,28.0,24,22,26.0,24,27,26,18,24,24,26,26,22,25,20,22,26,17,26,24,24,25,18,16,27,24,26.0,24,26,23,27,26,22,24,25,25,16,26,25,17,22
2015-08-10,22,26,24,23,25,16,19,26.0,22,22,26.0,23,25,25,18,24,25,25,26,22,26,17,23,24,18,26,25,23,24,18,15,26,24,25.0,24,25,23,26,26,21,23,24,24,18,24,25,18,22
2015-08-11,23,25,24,23,24,17,19,27.0,22,23,27.0,23,26,26,18,24,24,25,26,23,26,18,22,23,17,26,25,23,23,19,14,25,25,26.0,24,24,23,26,26,21,22,23,25,17,23,26,17,22
2015-08-12,24,25,23,23,24,17,20,27.0,23,24,26.0,24,26,25,19,24,26,26,26,23,25,18,24,22,18,26,26,23,24,19,17,26,25,26.0,24,24,23,24,25,21,23,24,26,16,24,26,18,23
2015-08-13,25,25,25,23,24,18,20,27.0,24,24,26.0,25,26,25,19,24,26,25,26,22,25,20,23,22,15,26,26,24,23,18,18,26,26,26.0,25,24,24,23,24,23,24,23,25,14,23,26,19,23
2015-08-14,24,26,23,21,24,18,21,26.0,23,22,26.0,25,26,25,21,24,26,26,26,20,24,22,23,24,14,25,26,24,25,15,10,26,26,25.0,24,24,24,25,25,22,24,24,26,13,24,26,20,21
2015-08-15,24,25,23,24,25,19,19,26.0,22,22,26.0,24,25,26,21,23,25,25,26,22,26,20,23,23,15,25,26,22,24,16,12,25,26,25.0,24,24,23,25,25,21,22,24,25,16,24,26,19,20
2015-08-16,23,25,24,20,24,19,18,28.0,24,23,27.0,24,26,26,19,24,26,25,27,22,25,21,23,23,12,26,25,23,24,18,14,26,25,26.0,24,24,24,22,24,22,22,23,27,14,23,25,20,22
2015-08-17,24,25,23,21,24,18,19,28.0,23,22,27.0,24,27,26,20,24,26,25,27,22,25,21,22,23,12,27,26,23,24,17,16,26,22,26.0,24,24,24,22,23,22,23,24,26,14,23,25,21,21
2015-08-18,23,26,22,20,24,18,19,28.0,23,20,28.0,24,28,26,19,23,27,24,28,20,25,21,23,23,12,27,25,21,25,17,17,27,22,27.0,23,24,23,24,24,23,23,24,24,13,24,25,19,21
2015-08-19,23,26,21,20,25,16,18,28.0,20,20,28.0,24,27,25,18,22,26,23,28,21,25,19,21,24,13,28,24,21,23,16,18,28,21,26.0,21,25,22,25,25,21,23,24,22,12,24,26,17,19
2015-08-20,22,25,22,20,23,16,17,28.0,21,20,27.0,23,26,24,18,23,24,22,28,19,24,17,21,24,14,26,25,22,22,15,21,27,22,26.0,22,24,19,26,26,21,22,23,23,13,23,26,16,19
2015-08-21,22,24,22,21,23,17,17,28.0,22,21,27.0,23,27,24,17,22,24,22,28,19,25,15,23,23,14,27,26,21,22,15,23,27,24,27.0,22,24,18,25,24,20,21,23,24,13,23,27,15,19
2015-08-22,21,23,22,21,22,15,17,28.0,21,20,27.0,23,28,24,18,22,25,23,28,20,25,16,23,21,13,27,26,21,22,15,21,27,25,27.0,22,23,19,22,24,20,20,21,25,15,22,28,16,19
2015-08-23,22,23,20,22,22,17,17,28.0,20,20,27.0,23,28,23,17,22,24,22,28,19,25,17,21,22,13,27,24,21,22,16,15,27,24,27.0,22,23,19,21,24,20,21,21,24,14,22,26,16,19
2015-08-24,21,23,20,21,22,17,17,29.0,20,20,27.0,22,28,23,17,21,24,21,28,18,24,19,21,21,15,27,24,20,22,14,16,26,23,27.0,21,22,20,23,23,20,21,21,23,14,22,25,15,19
2015-08-25,21,23,20,20,22,17,17,28.0,20,21,27.0,22,27,25,18,22,24,21,28,20,24,19,20,21,14,25,25,21,22,14,18,26,23,26.0,21,22,19,23,22,20,21,22,23,13,23,25,16,19
2015-08-26,21,23,20,19,22,17,18,27.0,20,21,26.0,22,26,26,17,21,25,22,26,20,24,16,20,22,14,27,25,20,22,14,15,27,23,26.0,22,22,18,23,22,19,21,22,24,14,22,25,15,18
2015-08-27,22,24,21,19,22,17,17,26.0,19,21,26.0,21,26,25,16,20,25,22,26,19,24,16,20,22,14,27,25,21,22,15,15,26,22,26.0,22,22,19,21,23,18,20,22,24,13,22,24,15,19
2015-08-28,21,24,21,22,22,16,17,26.0,20,21,26.0,22,26,24,16,21,24,23,26,20,23,16,21,21,14,25,25,21,22,14,13,25,24,25.0,22,22,17,21,23,19,20,21,23,14,22,24,15,19
2015-08-29,21,23,21,22,22,16,16,25.0,20,20,25.0,22,24,23,17,20,23,21,26,20,22,15,20,21,15,25,23,21,22,16,14,25,24,25.0,22,22,17,22,22,19,20,22,23,14,23,24,15,18
2015-08-30,21,23,20,21,22,16,16,25.0,21,19,25.0,23,24,23,16,20,24,22,26,22,22,16,20,21,14,24,23,21,22,15,15,25,24,24.0,22,22,18,22,23,18,19,22,23,13,22,24,16,18
2015-08-31,21,24,18,21,22,17,16,26.0,19,18,25.0,22,25,24,17,19,24,19,26,20,23,18,20,22,12,24,22,20,23,13,15,25,25,25.0,22,22,20,24,22,19,20,22,24,13,23,23,16,19
2015-09-01,21,24,17,21,23,16,17,26.0,18,18,25.0,20,25,23,16,19,25,20,26,20,24,17,19,22,13,25,24,19,21,13,16,25,25,25.0,22,23,20,20,22,19,20,22,25,12,23,24,17,18
2015-09-02,20,24,19,21,22,16,15,24.0,18,18,25.0,20,25,24,14,20,25,22,25,22,24,17,19,22,15,25,24,18,21,14,16,25,25,25.0,22,22,19,21,23,18,20,22,25,14,22,24,16,17
2015-09-03,20,24,20,20,22,17,15,26.0,20,21,25.0,22,25,25,13,20,25,22,26,20,24,12,20,22,14,25,25,20,22,15,15,25,25,25.0,24,23,17,21,22,19,20,21,26,15,22,25,12,19
2015-09-04,21,24,19,21,24,18,11,27.0,19,19,26.0,21,26,25,8,20,26,20,27,21,24,16,21,23,14,26,25,19,24,13,15,26,24,26.0,24,24,18,23,24,19,21,24,26,12,24,25,11,17
2015-09-05,20,24,17,20,22,17,12,27.0,19,17,26.0,19,26,25,10,19,24,18,27,20,24,12,20,22,12,26,24,20,22,15,11,27,24,26.0,23,22,15,23,23,18,19,22,23,13,22,25,10,15
2015-09-06,19,23,17,21,21,16,13,26.0,16,17,26.0,20,27,24,12,17,23,18,26,19,23,9,19,21,14,26,24,18,22,14,11,26,24,25.0,21,22,13,21,21,13,19,21,24,12,21,24,12,14
2015-09-07,20,23,17,23,21,17,14,26.0,18,17,25.0,21,25,25,13,18,23,20,26,22,22,11,19,21,15,25,23,18,21,16,12,25,24,25.0,21,21,17,20,22,17,19,21,24,13,21,23,11,16
2015-09-08,20,22,18,21,21,17,14,26.0,19,18,26.0,21,25,24,16,21,23,21,25,20,22,16,20,20,13,25,23,20,20,16,12,25,25,24.0,21,22,20,24,21,19,19,20,23,12,20,23,15,17
2015-09-09,18,22,18,20,19,17,10,27.0,19,19,26.0,21,26,24,9,21,24,20,26,18,21,14,20,19,14,25,23,19,21,15,13,25,26,25.0,21,20,15,18,19,19,20,20,23,11,20,23,12,16
2015-09-10,17,22,14,20,20,17,9,27.0,17,14,26.0,19,25,24,8,18,24,15,26,18,21,12,20,19,9,26,22,19,20,13,13,25,22,26.0,20,20,14,20,18,17,19,19,24,9,20,23,7,14
2015-09-11,16,22,15,19,20,14,8,26.0,14,15,26.0,17,24,24,9,15,23,14,25,16,21,9,17,19,6,26,22,16,18,10,17,25,20,25.0,20,20,12,18,19,13,16,20,21,6,21,23,9,12
2015-09-12,17,20,15,17,17,14,9,25.0,13,12,24.0,15,24,21,8,13,19,16,25,15,22,9,12,16,7,23,23,13,15,8,18,24,19,24.0,16,17,14,21,17,10,15,16,20,6,17,23,9,12
2015-09-13,20,21,16,17,18,15,12,26.0,18,15,24.0,20,24,20,10,16,20,18,25,15,20,15,14,17,8,23,22,15,18,9,10,24,21,24.0,17,18,20,17,17,15,16,18,20,8,18,23,12,14
2015-09-14,19,22,16,19,19,16,16,26.0,17,14,24.0,21,24,21,15,17,20,17,25,16,22,13,17,20,12,24,23,15,19,11,9,24,22,24.0,16,19,18,21,20,15,17,20,20,9,20,24,16,15
