date,weather_1,weather_2,high,low,wind
2015-01-01,晴,晴,4,-1,西北风 3-4级 /西北风 ≤3级
2015-01-02,晴,多云,8,2,西风 ≤3级 /东北风 ≤3级
2015-01-03,多云,晴,12,4,南风 ≤3级 /南风 ≤3级
2015-01-04,晴,晴,16,9,西南风 ≤3级 /东南风 ≤3级
2015-01-05,多云,小雨,19,5,南风 ≤3级 /西北风 ≤3级
2015-01-06,小雨,小雨,8,3,北风 3-4级 /西北风 ≤3级
2015-01-07,多云,晴,7,2,西北风 ≤3级 /西北风 ≤3级
2015-01-08,晴,晴,8,2,西北风 ≤3级 /西北风 ≤3级
2015-01-09,晴,晴,11,4,西风 ≤3级 /西北风 ≤3级
2015-01-10,多云,晴,13,4,西风 ≤3级 /西风 ≤3级
2015-01-11,晴,晴,14,5,北风 ≤3级 /东北风 ≤3级
2015-01-12,多云,阴,9,6,东北风 ≤3级 /东北风 ≤3级
2015-01-13,小雨,中雨,10,7,东北风 ≤3级 /东北风 ≤3级
2015-01-14,小雨,阴,10,6,北风 ≤3级 /北风 ≤3级
2015-01-15,多云,多云,10,4,北风 ≤3级 /西北风 ≤3级
2015-01-16,多云,多云,10,4,西北风 ≤3级 /北风 ≤3级
2015-01-17,多云,多云,7,3,北风 ≤3级 /东北风 ≤3级
2015-01-18,多云,多云,10,3,西风 ≤3级 /西北风 ≤3级
2015-01-19,晴,多云,10,4,西北风 ≤3级 /东北风 ≤3级
2015-01-20,阴,小雨,11,7,东南风 ≤3级 /东南风 ≤3级
2015-01-21,多云,阴,14,3,西风 ≤3级 /西北风 3-4级
2015-01-22,阴,多云,8,2,西北风 3-4级 /西北风 ≤3级
2015-01-23,晴,晴,10,5,东南风 ≤3级 /东南风 ≤3级
2015-01-24,多云,多云,15,11,东南风 ≤3级 /东南风 ≤3级
2015-01-25,小雨,小雨,15,8,西北风 ≤3级 /西北风 ≤3级
2015-01-26,小雨,小雨,11,3,北风 ≤3级 /北风 ≤3级
2015-01-27,阴,雨夹雪,8,3,东北风 ≤3级 /北风 4-5级
2015-01-28,雨夹雪,小雨,5,3,东北风 3-4级 /东北风 ≤3级
2015-01-29,小雨,小雨,6,2,东北风 ≤3级 /北风 ≤3级
2015-01-30,阴,阴,6,2,北风 3-4级 /北风 ≤3级
2015-01-31,阴,阴,6,3,西北风 ≤3级 /北风 ≤3级
2015-02-01,小雨,小雨,7,4,东北风 ≤3级 /东北风 ≤3级
2015-02-02,小雨,小雨,8,4,东北风 ≤3级 /东北风 ≤3级
2015-02-03,阴,阴,8,4,东北风 ≤3级 /西北风 ≤3级
2015-02-04,多云,多云,9,2,西北风 ≤3级 /西北风 ≤3级
2015-02-05,晴,晴,7,1,西北风 ≤3级 /西北风 ≤3级
2015-02-06,晴,多云,8,2,西南风 ≤3级 /西南风 ≤3级
2015-02-07,多云,阴,11,2,西风 ≤3级 /北风 3-4级
2015-02-08,多云,晴,4,-1,北风 3-4级 /北风 ≤3级
2015-02-09,晴,晴,6,0,北风 ≤3级 /北风 ≤3级
2015-02-10,晴,晴,10,4,南风 ≤3级 /南风 ≤3级
2015-02-11,晴,晴,15,5,西风 ≤3级 /西北风 ≤3级
2015-02-12,晴,晴,13,5,西北风 ≤3级 /东风 ≤3级
